TowNum,Tow_Firm,Tow_Firm_Address,Tow_Firm_Phone,Vehicle_State,Vehicle_Plate,Vehicle_Year,Make,Model,Color,Tow_From_Address,Date,Time,geom
334324,,,860-296-8588,CT,0ATUV6,1997,TOYOTA,CAMRY,RED,,04022017,0113,"(41.7642001593912, -72.7001274691807)"
334323,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,797ZVP,1997,NISSAN,MAXIMA,GREEN,,04022017,0042,"(41.7778713316818, -72.6805551880839)"
334320,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,00AUCG,2002,SUZUKI,GSX750F,BLACK,,04022017,0009,"(41.7351435068188, -72.6715733892397)"
334338,,,860-953-1448,,,2005,NISSAN,MAXIMA,RED,,04022017,0917,"(41.7731071380005, -72.6918004166238)"
334342,,,860-233-7079,CT,0AUEF3,2002,BUICK,LESABRE,TAN,,04022017,1529,"(41.7635644538873, -72.7059498033266)"
334351,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AE81985,2000,NISSAN,MAXIMA,WHITE,,04022017,2259,"(41.7553382991127, -72.6870923457337)"
334327,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,NJ,YWC34J,2010,LEXUS,RX8,GRAY,,04022017,0208,"(41.787017683596, -72.7134317015761)"
334331,,,860-947-3062,CT,AA60893,2008,NISSAN,ALTIMA,GRAY,,04022017,0235,"(41.7571077947041, -72.7025953524762)"
334333,,,860-947-3062,CT,AG32362,1999,TOYOTA,CAMRY,BLACK,,04022017,0312,"(41.7545473110517, -72.6663098334724)"
334328,,,860-947-3062,CT,AD31362,2013,KIA,SOUL,BLACK,,04022017,0229,"(41.7558892491502, -72.712805396579)"
334332,,,860-947-3062,CT,AB57254,2015,CHEVROLET,MALIBU,WHITE,,04022017,0309,"(41.775459187533, -72.6793566628137)"
334330,,,860-947-3062,CT,2ANBF0,2008,INFINITI,G35,BLACK,,04022017,0232,"(41.7728937944005, -72.693146828513)"
334334,,,860-947-3062,CT,AH23655,2014,AUDI,QUATTRO,BLACK,,04022017,0345,"(41.7673530277075, -72.699638011435)"
334336,WEST HARTFORD AUTO CENTER,"932,NEW BRITAIN AV,WEST HARTFORD,CT,999",860-953-1448,MA,2EE266,2015,HONDA,ACCORD,GRAY,,04022017,0745,"(41.7709152419733, -72.6972774547335)"
334335,WEST HARTFORD AUTO CENTER,"932,NEW BRITAIN AV,WEST HARTFORD,CT,999",860-953-1448,CT,3ARTX1,2011,CHEVY,CRUZE,BLUE,,04022017,0742,"(41.7709152419733, -72.6972774547335)"
334340,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,303UJG,2000,MITSBUISHI,GALANT,TAN,,04022017,1250,"(41.7591000609932, -72.6920245427456)"
334341,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,803ZZA,1999,NISSAN,ALTIMA,BRO,,04022017,1520,"(41.7580275124988, -72.6859231041857)"
334344,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,ME,FAVOR1,2004,INFINITI,FX35,,,04022017,1732,"(41.7948028687692, -72.6997442873423)"
334343,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,357NVE,2006,HONDA,ACCORD,BLUE,,04022017,1732,"(41.7948028687692, -72.6997442873423)"
334345,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,AF48604,2015,SUBARU,LEGACY,WHITE,,04022017,1930,"(41.791216161902, -72.6810696249651)"
334353,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2006,AUDI,A4,GRY,,04032017,0437,"(41.7801697978328, -72.6858501874745)"
334357,,,860-296-8588,CT,NA,2000,HONDA,ACCORD,GREEN,,04032017,0856,"(41.7726342940514, -72.6880660654343)"
334359,,,860-296-8588,CT,NA,2001,NISSAN,MAXIMA,WHITE,,04032017,0922,"(41.7712915721432, -72.6957384919854)"
334360,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2001,HONDA,ACCORD,BLACK,,04032017,1101,"(41.7382865986664, -72.675215111235)"
334361,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,457ZCW,2014,HONDA,CRV,BLU,,04032017,1155,"(41.7471744348547, -72.6985250500922)"
334362,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,670ZAF,2010,MERZ,GLK350,BLK,,04032017,1259,"(41.7476986293075, -72.686203274345)"
334363,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AH14652,2014,HONDA,ACCORD,BLK,,04032017,1325,"(41.7751735239885, -72.6846525893763)"
334364,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2006,AUDI,A8,BLK,,04032017,1405,"(41.7593218565961, -72.6743496733623)"
334366,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AH96171,2005,TOYOTA,AVALON,BLUE,,04032017,1630,"(41.7668434187916, -72.6996882166934)"
334365,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,482XZX,2010,VOLVO,S80,GRAY,,04032017,1630,"(41.7668434187916, -72.6996882166934)"
334367,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,MA,4XN653,2016,HONDA,ACCORD,BLUE,,04032017,1632,"(41.7503185443128, -72.6969843916978)"
334369,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AE21749,2004,FREIGHTLIN,M2 106,WHITE,,04032017,1730,"(41.7371588915873, -72.6741266464358)"
334370,,,860-296-1518,GA,PVP5989,2002,CHEVY,CAVALIER,BLUE,,04032017,1733,"(41.7868181149473, -72.6640868635646)"
334372,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,AJ41844,2002,ACURA,MDX,GRAY,,04032017,1814,"(41.766988965941, -72.6712663750742)"
334371,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,NY,GYC5708,2015,SUBARU,IMPREZA,BLACK,,04032017,1814,"(41.766988965941, -72.6712663750742)"
334373,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2007,KIA,OPTIMA,SILVER,,04032017,2002,"(41.7827283152002, -72.6755235454835)"
334374,,,860-296-5382,,,2000,HONDA,ACCORD,SILVER,,04032017,2112,"(41.7489111397474, -72.6835573910551)"
334376,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AA35628,2006,HYUNDAI,SONATA,GRY,,04032017,2332,"(41.7552453023008, -72.7071917311214)"
334375,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,991ZAV,2016,SUBARU,IMPREZA,RED,,04032017,2332,"(41.7552453023008, -72.7071917311214)"
334377,,,860-296-8588,CT,AJ54850,1998,HYUNDAI,ELANTRA,GRAY,,04042017,0118,"(41.773793890164, -72.6951995033845)"
334378,,,860-296-8588,CT,AG66475,2013,HYUNDAI,ELANTRA,BLACK,,04042017,0156,"(41.7688325098416, -72.7003563471851)"
334379,,,860-296-8588,,,1997,HONDA,CIVIC,GREEN,,04042017,0312,"(41.7865303680156, -72.6732106387461)"
334380,,,860-296-8588,CT,197ZGL,2004,NISSAN,QUEST,GRAY,,04042017,0405,"(41.761015360216, -72.6666999038692)"
334381,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,2001CX,2000,DODGE,RAM,BLU/TAN,,04042017,0450,"(41.8058828956773, -72.7085081275045)"
334383,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2000,NISSAN,ALTIMA,TAN,,04042017,0800,"(41.7789754754727, -72.6839970163395)"
334384,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AG90059,2017,HYUNDAI,TUCSON,WHITE,,04042017,0927,"(41.7455009797565, -72.6832510708731)"
334388,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,,,1998,DODGE,INTREPID,GRN,,04042017,1047,"(41.7458881788226, -72.6729490417312)"
334387,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2007,HONDA,CRV,SILVER,,04042017,1040,"(41.7382421713705, -72.6594713493357)"
334386,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,741NNJ,2002,MERCEDES,C320,BLK,,04042017,1035,"(41.7459848930429, -72.6751010966303)"
334390,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,8AXPN6,2008,ACURA,MDX,BLK,,04042017,1131,"(41.7433537708312, -72.6890235217382)"
334389,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AA34883,1999,FORD,RANGER,GREEN,,04042017,1109,"(41.7496075657876, -72.6772547264658)"
334385,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AF80686,2013,ACURA,ILX,BLK,,04042017,1033,"(41.7461210792961, -72.6742655188089)"
334392,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2001,CHEVY,VENTURE,BLU,,04042017,1146,"(41.7674428591172, -72.696693638847)"
334393,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AD37377,2010,HONDA,INSIGHT,GRY,,04042017,1204,"(41.766228667731, -72.7110530989183)"
334394,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,1998,HONDA,CIVIC,BLU,,04042017,1206,"(41.766228667731, -72.7110530989183)"
334391,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,1999,HONDA,ACCORD,BROWN,,04042017,1132,"(41.7458487936474, -72.682857900576)"
334395,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,,,2003,DODGE,DURANGO,GRY,,04042017,1231,"(41.7662075410255, -72.6987914263873)"
334413,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,AG36000,2004,TOYOTA,CAMRY,BLUE,,04052017,0933,"(41.7328001711056, -72.6742866360847)"
334423,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH14495,2013,ACURA,TL,GRAY,,04052017,1214,"(41.7540724337876, -72.6961093610512)"
334424,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,,,1997,HONDA,CIVIC,SILVER,,04052017,1224,"(41.7338455777739, -72.7098255066934)"
334397,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,4AGMW9,2014,SUBARU,LEGACY,WHITE,,04042017,1532,"(41.754000707828, -72.6862689940814)"
334398,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,ARROW2,2016,JEEP,CHEROKEE,BLACK,,04042017,1855,"(41.7843024715304, -72.7030173058594)"
334401,,,860-296-8588,,,1995,HONDA,ACCORD,WHITE,,04042017,2036,"(41.7964985471642, -72.6786858613898)"
334400,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2002,MAZDA,626 LX,BROWN,,04042017,2031,"(41.7935404226365, -72.6771171254214)"
334408,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,TX,JGL1266,2003,HONDA,CIVIC,GREEN,,04052017,0609,"(41.7386253875226, -72.671495488219)"
334402,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,961RNH,2006,MERCEDES,E350,BLK,,04042017,2113,"(41.7858816390454, -72.6826890121199)"
334403,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AC84135,2006,HYUNDAI,TUCSON,BLACK,,04052017,0007,"(41.7553943980743, -72.6764052830934)"
334405,,,860-947-3062,CT,AC26489,2001,BUICK,REGAL,BLUE,,04052017,0200,"(41.7551661090498, -72.6683176417629)"
334406,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AG98972,2008,CHEVY,EQUINOX,GRAY,,04052017,0242,"(41.7377536533257, -72.6776442169208)"
334407,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,183UNA,2015,NISSAN,SENTRA,SILVER,,04052017,0404,"(41.8006137013404, -72.7174254161015)"
334412,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,9ADXR3,2000,INFINITI,I30,GRAY,,04052017,0846,"(41.7471646087879, -72.6951833250021)"
334411,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,,,2005,ACURA,RL,BLACK,,04052017,0838,"(41.7737403429013, -72.6908461377115)"
334416,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,425SOZ,1993,HONDA,ACCORD,WHITE,,04052017,1053,"(41.7610285994396, -72.680434919946)"
334415,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,13424,2006,BMW,330I,GRAY,,04052017,1037,"(41.7639956692386, -72.688500462431)"
334414,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AB84750,2013,NISSAN,ALTIMA,BLACK,,04052017,1030,"(41.7700025470151, -72.6947931533328)"
334419,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2000,VOLVO,S80,SILVER,,04052017,1153,"(41.7475174986981, -72.674429865734)"
334421,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,AD37233,2000,NISSAN,SENTRA,GREEN,,04052017,1155,"(41.7599006119313, -72.6787981398689)"
334420,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AG99492,2004,HONDA,CRV,SILVER,,04052017,1158,"(41.7720620283855, -72.6953061323025)"
334417,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,1APWV9,2008,FORD,TAURUS,RED,,04052017,1120,"(41.7756668527457, -72.6955743040661)"
334418,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AB43077,2007,LEXUS,GS 350,BLUE,,04052017,1128,"(41.7541812619456, -72.6831701840886)"
334425,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,T4901T,2011,FORD,CROWN VIC,WHITE,,04052017,1245,"(41.7881548209069, -72.6619813402357)"
334422,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2004,NISSAN,MAXIMA,WHITE,,04052017,1205,"(41.7339533205379, -72.7098696919544)"
334426,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2000,DODGE,NEON,BLACK,,04052017,1420,"(41.7864368950242, -72.6903170839481)"
334427,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,1998,MAZDA,MILLENIA,GREEN,,04052017,1608,"(41.7550771168885, -72.7068272120047)"
334428,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,,,2006,CHRYSLER,300,BLACK,,04052017,1717,"(41.7445601600924, -72.676004534136)"
334430,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,,,1993,HONDA,CIVIC EX,WHITE,,04052017,1824,"(41.7806447632438, -72.6907652718816)"
334429,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AC73467,2000,MERCURY,MOUNTAINEE,RED,,04052017,1810,"(41.7544123084295, -72.6871083602337)"
334431,,,860-296-9663,,,1996,LEXUS,ES 300,GRAY,,04052017,2038,"(41.7922387397331, -72.6779043723889)"
334433,,,860-296-9663,CT,AA69173,2008,SUZUKI,FORENZA,GRAY,,04052017,2105,"(41.7683161730412, -72.6947171092347)"
334432,,,860-296-9663,MA,309YYO,2016,FORD,F150,TAN,,04052017,2048,"(41.7586947568616, -72.6856113985318)"
334436,,,860-296-1518,,,2000,CHEVORLET,,BLACK,,04052017,2135,"(41.7581250749425, -72.7081835497769)"
334434,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,,,2003,NISSAN,MAXIMA,WHITE,,04052017,2123,"(41.7795425943972, -72.6830996963639)"
334435,,,860-296-1518,,,2000,INFINITI,I30,SILVER,,04052017,2111,"(41.7639956692386, -72.688500462431)"
334437,,,860-296-1518,CT,JVE3436,1992,HONDA,CIVIC,BLACK,,04052017,2151,"(41.7720451778763, -72.6947249921929)"
334439,,,860-296-1518,CT,AH57906,2008,CHRYSLER,TOWN&COUNT,RED,,04062017,0102,"(41.7692510466381, -72.6916280270324)"
334440,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH29063,2013,INFINTY,G37X,WHITE,,04062017,0107,"(41.772325345394, -72.6915200906748)"
334438,,,860-296-1518,CT,AG09254,2013,NISSAN,ALTIMA,GRAY,,04062017,0059,"(41.7720451778763, -72.6947249921929)"
334441,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,6ARMP1,2011,TOYT,COROLLA,GREY,,04062017,0125,"(41.7543667263893, -72.6814878736663)"
334442,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,437HFD,2013,CHEVY,CAP,WHT/BLK,,04062017,0159,"(41.7630050295065, -72.7086840433961)"
334443,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AA24696,2004,INFINITI,G35,WHITE,,04062017,0254,"(41.787421295208, -72.6799027438046)"
334444,,,860-246-7771,CT,AA06346,1994,FORD,TEMPO,WHITE,,04062017,0255,"(41.7666731207283, -72.7091077938856)"
334445,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,,,2000,DODGE,INTREPID,RED,,04062017,0357,"(41.7710160106439, -72.6914382536171)"
334447,,,860-296-2826,CT,AB95940,2004,BUICK,CENTURY,SILVER,,04062017,0407,"(41.7414279701811, -72.6993760447059)"
334446,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,564SXV,2001,ACURA,TL,SILVER,,04062017,0402,"(41.7789754754727, -72.6839970163395)"
334448,,,860-296-2826,,,1991,HONDA,ACCORD,TAN,,04062017,0416,"(41.7817333219653, -72.6746057765358)"
334451,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,CT,629XOA,1995,MERCURY,VILLAGER,RED,,04062017,1018,"(41.7369391252159, -72.6804331527505)"
334449,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,710YLF,2015,HONDA,CIVIC,GRAY,,04062017,0925,"(41.7691381678114, -72.6981976386525)"
334450,,,860-293-2442,,,2002,ACURA,TL,BLACK,,04062017,0945,"(41.7656408176071, -72.6973703019378)"
334457,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AH93450,2000,NISSAN,SENTRA,GRAY,,04062017,1151,"(41.7634236572593, -72.6880693492546)"
334453,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,PA,AG08488,2013,VOLVO,CAB ONLY,,,04062017,1053,"(41.7337623119709, -72.6898512226439)"
334456,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,380NVM,2004,LEXUS,ES330,BLACK,,04062017,1132,"(41.7351944502942, -72.6733932407503)"
334452,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,6ATSG2,2007,JEEP,LIBERTY,BLUE,,04062017,1045,"(41.7741518268095, -72.6901014851473)"
334455,,,860-296-1518,CT,872WXD,2007,HYUNDAI,SANTA FE,SILVER,,04062017,1116,"(41.7382865986664, -72.675215111235)"
334454,,,860-296-1518,CT,J5,2004,BMW,X5,BLACK,,04062017,1113,"(41.7659507658471, -72.673683342743)"
334458,,,860-296-5382,CT,AJ50303,2014,CADILLAC,XTS,WHITE,,04062017,1229,"(41.7379803570282, -72.6757852496572)"
334459,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AG28557,2017,RAM,TRUCK,BLACK,,04062017,1402,"(41.7631880798401, -72.6841168370615)"
334460,,,860-296-2826,,,2003,AUDI,A6,SILVER,,04062017,1541,"(41.7719686852818, -72.6897247131997)"
334461,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,MA,6JA414,2002,HONDA,ACCORD,BLK,,04062017,1627,"(41.7442518806643, -72.6734433752828)"
334462,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AB87937,1997,SATURN,SC2,GRY,,04062017,1835,"(41.7446586405729, -72.6884801112606)"
334463,MODERN GARAGE,"100A,AIRPORT RD,HARTFORD,CT,06114",860-296-9663,CT,AC73456,2003,ACURA,3.2 TL,BLK,,04062017,2032,"(41.7441116435992, -72.6883423208805)"
334464,,,860-296-9663,CT,818XZF,2004,KIA,SPECTRA,BLUE,,04062017,2045,"(41.7302857586365, -72.6690902230872)"
334465,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,AD59414,2003,HONDA,ACCORD,RED,,04062017,2206,"(41.7441116435992, -72.6883423208805)"
334467,WHITEY'S FRAME SHOP,"305 WEST SERVICE RD. HARTFORD, CT 06120",860-246-6871,CT,AD36985,2006,HONDA,ACCORD,GRY,,04062017,2251,"(41.7441116435992, -72.6883423208805)"
334466,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,,,2000,TOYOTA,COROLLA,TAN,,04062017,2245,"(41.748960392435, -72.679678425485)"
334469,,,860-246-6871,CT,AG32007,1997,NISSAN,MAXIMA,GREEN,,04062017,2342,"(41.7455670324018, -72.6828360634386)"
334468,,,860-246-6871,CT,AB95652,2010,VOLKSWAGON,JETTA,BLACK,,04062017,2339,"(41.7657151787082, -72.6734198983794)"
334470,,,860-246-6871,CT,5AKDU6,2007,BMW,328 XI,TAN,,04072017,0043,"(41.7497920073589, -72.6741339659652)"
334472,WEST HARTFORD AUTO CENTER,"932,NEW BRITAIN AV,WEST HARTFORD,CT,999",860-953-1448,CT,AJ60669,1997,HONDA,CIVIC,SILVER,,04072017,0049,"(41.7789877599707, -72.7002323098938)"
334471,,,860-246-6871,CT,2ATFK7,2006,ACURA,3.2TL,RED,,04072017,0047,"(41.7692510466381, -72.6916280270324)"
334473,,,860-953-1448,CT,999999,2001,PONTIAC,GRAND PRIX,RED,,04072017,0140,"(41.7720451778763, -72.6947249921929)"
334474,A & N AUTO,"1516,PARK ST,HARTFORD,CT,06106",860-233-7079,CT,8AFSV8,1997,NISSAN,SENTRA,BLACK,,04072017,0146,"(41.7818669066534, -72.6904984418922)"
334477,,,860-293-2442,CT,999999,2007,MAZDA,3,SILVER,,04072017,0200,"(41.7533601267505, -72.6774164855405)"
334476,CAPITOL TOWING,"181-211 WALNUT ST. HARTFORD, CT. 06120",860-293-2442,CT,522YJH,2000,FORD,RANGER,GRAY,,04072017,0153,"(41.7457382503794, -72.6861688286305)"
334475,BENTON AUTO BODY,"155 FRANKLIN AV. HARTFORD, CT 06114",860-246-7771,CT,AJ62741,2006,CADILLAC,DTS,BLACK,,04072017,0153,"(41.7457382503794, -72.6861688286305)"
334481,,,860-246-7616,CT,AH92675,2005,NISSAN,ALTIMA,GRAY,,04072017,0324,"(41.786652143307, -72.6824280154088)"
334479,"CENTRAL AUTO & TRANSPORT, LLC","195 MAXIM RD. HARTFORD, CT 06114",860-246-7616,CT,AJ42226,2008,AUDI,TT 2.0,GRAY,,04072017,0257,"(41.7554156937551, -72.6826357235785)"
334480,,,860-246-7616,FL,CTCX69,2016,NISSAN,SENTRA,BLACK,,04072017,0304,"(41.7435949099262, -72.6830372750457)"
334478,CAPITOL AUTOMOTIVE LLC,"971 CAPITOL AV. HARTFORD,CT 06106",860-236-2602,,,2006,ACURA,3.2 TL,GRAY,,04072017,0257,"(41.7554156937551, -72.6826357235785)"
334484,,,860-246-7616,CT,AF00398,2007,NISSAN,MURANO,WHITE,,04072017,0356,"(41.786652143307, -72.6824280154088)"
334486,,,860-246-7616,CT,12392,2002,NISSAN,MAXIMA,GREY,,04072017,0701,"(41.7800254168045, -72.6733069290112)"
334488,CENTRAL GARAGE,"36 BOND ST. HARTFORD,CT 06114",860-296-1426,CT,611YKK,2001,JEEP,GRAND  CHE,BLACK,,04072017,0904,"(41.7346689419019, -72.6810717276638)"
334487,,,860-246-7616,MA,98TM03,2016,HONDA,CROSSTOUR,BLUE,,04072017,0718,"(41.7688809226151, -72.6815942619943)"
334489,,,860-296-1426,,,1998,SATURN,SL1,BROWN,,04072017,1008,"(41.7576259973017, -72.6789334491506)"
334490,"CORONA'S AUTO PARTS,INC.",608 WETHERSFIELD AV. HARTFORD CT. 06114,860-296-5382,CT,AB67543,2006,HONDA,ACCORD,BLACK,,04072017,1103,"(41.7875899211265, -72.701709372543)"
334491,,,860-296-5382,CT,AH98075,2002,CHEVY,MONTE CARL,RED,,04072017,1104,"(41.77810091961, -72.6766137952721)"
334494,FRIENDLY AUTO BODY & TOWING,"99 MEADOW ST.  HARTFORD, CT. 06114",860-296-8588,CT,230HFD,0000,FORD,FUSION,WHITE,,04072017,1428,"(41.7710714027495, -72.6710034781902)"
334493,CROSS COUNTRY AUTO,"585 WINDOSR ST. HARTFORD, CT 06120",860-296-2826,CT,AH86916,2013,HONDA,ODYSSEY,BROWN,,04072017,1420,"(41.7710714027495, -72.6710034781902)"
334492,,,860-296-5382,CT,228ZFB,2006,ACURA,TL,WHITE,,04072017,1401,"(41.772165841506, -72.6957931067579)"
334495,METRO AUTOBODY & TOWING INC,722 WETHERSFIELD AV  HARTFORD CT 06114,860-947-3062,CT,AD45118,2002,DODGE,CARAVAN,BLUE,,04072017,1514,"(41.7530760255614, -72.7089789265284)"
334497,RENO'S AUTO BODY,"525 FRANKLIN AV. HARTFORD, CT 06114",860-296-1518,CT,198XEC,2005,HONDA,CR-V,BLK,,04072017,1554,"(41.7508247640656, -72.7089407533191)"
